archive_path,github_path,category,status,archive_size,github_size,archive_added_lines_vs_github,archive_removed_lines_vs_github,line_similarity,archive_mtime,archive_sha256,github_sha256
audio_sdk/asorg/src/AudioScript/MusicMgr.cpp,audio_sdk/asorg/src/AudioScript/MusicMgr.cpp,normal/shared source,text-identical (encoding/EOL differs),11553,11118,,,,1341402493,595465bdf31a753cc11ee88ebdab32883d49889c1812e084bbb3c15d400918f8,43bf57a9ab81f5d469168644316100d62bd3c1a184526aa48bb1a0604fb54ebd
audio_sdk/asorg/src/AudioScript/MusicMgr.h,audio_sdk/asorg/src/AudioScript/MusicMgr.h,normal/shared source,text-identical (encoding/EOL differs),2178,2084,,,,1341402493,90a16b312abf3285f0cc477b0d0d0f9c9ae0627241dbabacfefb9c63b7915624,062f8f77a52aea3326a1f90ec5b4c85c9871084e9cebdc226c909b10dccd66e4
audio_sdk/asorg/src/AudioScript/Script.cpp,audio_sdk/asorg/src/AudioScript/Script.cpp,normal/shared source,text-identical (encoding/EOL differs),9051,8651,,,,1341402494,b717bf5c29871d28566bb29a76155a3d0e66dc4c4cadd52c93bb408e081dae00,c4d03e7329dce4eb140a7ff8af6cb461e9a8d1d861cb39473dd969c0e4fb4bc9
audio_sdk/asorg/src/AudioScript/Script.h,audio_sdk/asorg/src/AudioScript/Script.h,normal/shared source,text-identical (encoding/EOL differs),1965,1850,,,,1341402494,784a98a72900cb42d833f9a4c2d5d7cfba8a6788ba938c5065ad7a475b13d1f9,8a250fb65202ef6d5369c4a395f9351c4b6fa17cf6db51e2796c1765948e2bf6
audio_sdk/asorg/src/AudioScript/SoundMgr.cpp,audio_sdk/asorg/src/AudioScript/SoundMgr.cpp,normal/shared source,text-identical (encoding/EOL differs),27421,26569,,,,1341402494,88a764b0b714222bcd157d496b881b1230e2b3dcc5092e05d9d9012b58359c96,8cb680aeb586a0a0c6769572757d9f0d971476f4c8c1fac3252d46f6d1cecce0
audio_sdk/asorg/src/AudioScript/SoundMgr.h,audio_sdk/asorg/src/AudioScript/SoundMgr.h,normal/shared source,text-identical (encoding/EOL differs),4912,4749,,,,1341402494,a72db03f77b132bc080a590d9464d6378167f6b5da231f070528f8699c4a02bc,7dbf785b092f897f47745f622ec984d139dfa1ae0b8fd4daaec6e0814370124d
audio_sdk/asorg/src/AudioScript/SoundScape.cpp,audio_sdk/asorg/src/AudioScript/SoundScape.cpp,normal/shared source,text-identical (encoding/EOL differs),15392,14857,,,,1341402494,58233e7f3c7964ccd80860167ab240e2f3f09419137ee5246a772d2d8b6a77fd,9386f876e50a958489f56d697ae4652e7ff5cd638050477bc178a45385088e5f
audio_sdk/asorg/src/AudioScript/SoundScape.h,audio_sdk/asorg/src/AudioScript/SoundScape.h,normal/shared source,text-identical (encoding/EOL differs),3519,3363,,,,1341402494,973d422ab15979cce1a428b49cc16e640e4826e12851f5069f2d1c70cabb0f4e,79a8c5b40b5b5f17de1fb3500d2a76718cffebed3fa7ff9c8f7fac093f436468
audio_sdk/asorg/src/AudioScript/Theme.cpp,audio_sdk/asorg/src/AudioScript/Theme.cpp,normal/shared source,text-identical (encoding/EOL differs),3632,3507,,,,1341402494,3f612534e165c6043cab4f51616246bd7b73760538884759efe754293f9d9994,ffea7a8117ce662758f322a34d7cab5705a69093affd6b54a10d5ca7ca92bef6
audio_sdk/asorg/src/AudioScript/Theme.h,audio_sdk/asorg/src/AudioScript/Theme.h,normal/shared source,text-identical (encoding/EOL differs),1484,1429,,,,1341402494,d8e35160c9b1b9214b4c0b94a6fdc3572ca79b45f97fa708effcfffa3fbc4d85,e91bfff93bd0f8f7330034baffe37ea81a45ecbba70ff6169f039e8c9cabb5b9
audio_sdk/asorg/src/AudioScript/Token.cpp,audio_sdk/asorg/src/AudioScript/Token.cpp,normal/shared source,text-identical (encoding/EOL differs),10489,10045,,,,1341402494,8e8b5cb7f54d85c1915c82fc1bceaf8999ae54d49dc1bbac0a78c2fecbb73637,d00352f5730b30cf9f8eacc70dee7b5e06f1d1566d70b60136cd75c24a14bf5c
audio_sdk/asorg/src/AudioScript/Token.h,audio_sdk/asorg/src/AudioScript/Token.h,normal/shared source,text-identical (encoding/EOL differs),8795,8477,,,,1341402494,0bf5222041b9fee588e2d2a5ff981a090c14265214955e005c96658687816eb7,06cc386c408bb60b042e2ed0633c74d95bdbaf8b6bc2b8095d4f3c80b57e1c8b
audio_sdk/asorg/src/AudioScript/TokenFile.cpp,audio_sdk/asorg/src/AudioScript/TokenFile.cpp,normal/shared source,text-identical (encoding/EOL differs),16584,15887,,,,1341402494,4452f1f471b393f08fdfa813c8715936b5e951d2d9cf6cbbc985f2f63c31f62d,f7e797c0ff8541208d908efdc636e7414a05b392444938e923200e7f82b00973
audio_sdk/asorg/src/AudioScript/TokenFile.h,audio_sdk/asorg/src/AudioScript/TokenFile.h,normal/shared source,text-identical (encoding/EOL differs),3692,3566,,,,1341402494,c86cad7c7645c9935f2dfd3a39925c538b424b6e8ca386239c1f018d369883e5,932824145b8b61b04a0f25496713f98546c954855d01db1b52806db066f82241
audio_sdk/doc/GAP Audio System/Doc/HTML - English/annotated.html,audio_sdk/doc/GAP Audio System/Doc/HTML - English/annotated.html,resource/config/other,text-identical (encoding/EOL differs),6061,6008,,,,1341402495,2b3b7417ff696ff49e212865a9fe2fb9faaa27b885fc9add1d7b3131f5263330,38d4d28c1c1f2aeb9843f0a017997237b4fb4e958d1759c7254941e92773cf3d
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classes.html,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classes.html,resource/config/other,text-identical (encoding/EOL differs),5264,5238,,,,1341402495,5e48aeb99b067363e0fbda4610b90802227c18f49cd84f96d81c90d3c20938ad,31cb2a02273e5701c536eb690a37cd1dc755c1ec15f004c458ff81768e634c53
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIAudioBase-members.html,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIAudioBase-members.html,resource/config/other,text-identical (encoding/EOL differs),1791,1769,,,,1341402495,444c16a3445584946b4e88bfc98adea419afeb64c11c67bb240f5c6ebbbc7efe,678198b2c4df9153149844fc5ba4c0fdb0034570d2d81ce05b6a5e0349bf418b
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIAudioBase.gif,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIAudioBase.gif,resource/config/other,byte-identical,2065,2065,,,,1341402495,fd5acf15a8d12991161fef192453b52417b2f367e280713711bf2511cc9dd163,fd5acf15a8d12991161fef192453b52417b2f367e280713711bf2511cc9dd163
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIAudioBase.html,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIAudioBase.html,resource/config/other,text-identical (encoding/EOL differs),9045,8839,,,,1341402495,cbff37a9ac8ae48bb155df3cce742975fd007b89e75c5a92fa22232531129999,6c42c672e97db3336eeb1e66ff5e101b36153bf0b2bbdc4559e411586cb6149e
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIAudioManager-members.html,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIAudioManager-members.html,resource/config/other,text-identical (encoding/EOL differs),3709,3672,,,,1341402495,a4c1e0215973826963f1172026b3e2175eed6336ea20b60dcd2018c4da73c50c,91304dd067b3e53da8e110ca86ec36c1a9c2789ce1efc4fee941d3958b810236
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIAudioManager.html,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIAudioManager.html,resource/config/other,text-identical (encoding/EOL differs),28638,27836,,,,1341402495,1f9a16c4ea16ea80cbbe17298f2f601d9d234e4e4d958f55e9ba8c875480355b,014f3a10be2fcf57e55370d1695cad187a1a3e08b6f2993d51a9d210437ff0f0
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIAudioScript-members.html,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIAudioScript-members.html,resource/config/other,text-identical (encoding/EOL differs),2314,2288,,,,1341402495,9255d7723e1cd28f7831876b2968253462d0065223f08bed1999eb1259a30cfe,facc49e4af3333f0477e72c861b1f521ec5e0e720f04d43e936888964bf38c1f
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIAudioScript.gif,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIAudioScript.gif,resource/config/other,byte-identical,567,567,,,,1341402495,2a9f7b0bf4ffeff4fd4808d99a09006bf49349d2459a27ce1b8593cd6f240214,2a9f7b0bf4ffeff4fd4808d99a09006bf49349d2459a27ce1b8593cd6f240214
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIAudioScript.html,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIAudioScript.html,resource/config/other,text-identical (encoding/EOL differs),8397,8179,,,,1341402495,3499ebf2ec78c933b3568bbcd02f1ffe13c3dba75a9ac44f52a1c3252add9932,2ac70c8da1ab1f04e2cdea7e2305a2134eaf7e89a1c1809054e2218b3027c36b
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIAudioStream-members.html,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIAudioStream-members.html,resource/config/other,text-identical (encoding/EOL differs),1426,1408,,,,1341402495,0a18b215ffeb360fe781fc48d709c31cad69046e5add6edf74d8cb24c9d6403f,f1160dd24364840dcf30b1312bf68f97e99662e4dc594347593d0e579b4b340b
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIAudioStream.gif,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIAudioStream.gif,resource/config/other,byte-identical,528,528,,,,1341402496,476278ae55245fca70499464c426849450d75dc03bbeedff3d9b70a0c3705c3c,476278ae55245fca70499464c426849450d75dc03bbeedff3d9b70a0c3705c3c
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIAudioStream.html,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIAudioStream.html,resource/config/other,text-identical (encoding/EOL differs),3907,3831,,,,1341402496,d7ee4239784f94bce89cf7ccdb47a149557c23a5a2fc77e981621c49b1567e50,bd9bbb92d07a7b385205c89545a7b678edf789089cd58ca935106b689df76f9c
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIAudioStreamFactory-members.html,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIAudioStreamFactory-members.html,resource/config/other,text-identical (encoding/EOL differs),1472,1454,,,,1341402496,3ed3bfd379b01e5b7935ecc7e01d0f0155350977285f61190bbebac499d5d8c5,3d9cadd93f8eacf804e3a322fd758386a78a052bb629b3ceb689777ba7423d3d
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIAudioStreamFactory.html,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIAudioStreamFactory.html,resource/config/other,text-identical (encoding/EOL differs),4621,4547,,,,1341402496,1f473af72538c2c949cc907d02f5652cb475f8d8bcb66510afdfbf3cab428d35,611bda72c9b18445907ce3525eb707b9df1746585c8ff362ae75861316e6c2b0
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIDLS-members.html,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIDLS-members.html,resource/config/other,text-identical (encoding/EOL differs),2053,2028,,,,1341402496,fe37c40cfed5f3d609b956f988eab2de4a24e1fab6baecc9e462db2abbc544ac,4698e4612a85e8fd6a359bead3377d581f4e1e946c68a96531dbf330db711de4
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIDLS.gif,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIDLS.gif,resource/config/other,byte-identical,496,496,,,,1341402496,63272e3ff02b1cd4e8ffd3a57e51110fce407cca153a61b486e288b48ea64893,63272e3ff02b1cd4e8ffd3a57e51110fce407cca153a61b486e288b48ea64893
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIDLS.html,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIDLS.html,resource/config/other,text-identical (encoding/EOL differs),6457,6310,,,,1341402496,7aa0b03943a4f1c01f243f6349fc58d700beac48a7bfd3fc854abdfdcb020bfb,c55ac21a0771442ab9805d31ebc491a529a914a49afcb0f137711fae2d9e9cb4
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIEAXBuffer-members.html,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIEAXBuffer-members.html,resource/config/other,text-identical (encoding/EOL differs),3133,3101,,,,1341402496,64c02f19c65fffd74ba664ac176984d6144ec5d4c2b06248e5052faada7164ee,4adbecb5dbb616a3eaa1023af409265ea93b80306406e64f493a9e28aa8ce18f
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIEAXBuffer.html,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIEAXBuffer.html,resource/config/other,text-identical (encoding/EOL differs),18987,18399,,,,1341402496,0f9dcc9ffc731e1df0c8e38cf2c9ff80c932e54caf77c317d77ce80557694646,e94ab61f6bff85354584a6ab9f0593b246d8cf15264a7c282c90e83f664dd6fa
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIEAXListener-members.html,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIEAXListener-members.html,resource/config/other,text-identical (encoding/EOL differs),3284,3251,,,,1341402496,568f03f4e0fd24261d69ba793884edaef4fa408aa027c936996634b634a024e5,734fad7968d52c4629604414dd5432401f2c595a1ec6736eaef99f8405616159
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIEAXListener.html,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIEAXListener.html,resource/config/other,text-identical (encoding/EOL differs),20162,19537,,,,1341402496,469b5587295120e90bd910f68c93def07f7622e49247ea492450044b724b65a9,984a5e75d50e2e523d7562c031dc597c66658f529e42fc4050147a1816b436ea
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIListener-members.html,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIListener-members.html,resource/config/other,text-identical (encoding/EOL differs),4082,4046,,,,1341402496,e2d73a4e97073eb0ce89d5fe7764afa8ca2e0f9731ec6cc451ef58203cf59c5d,9a68226196fc6ed0e2f84803eaeb09415292905e546d55b8d38f3e168c728398
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIListener.html,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIListener.html,resource/config/other,text-identical (encoding/EOL differs),29632,28764,,,,1341402497,e4466963d63b32bf35794bce5358669b72725544da7bac45d97370262b8a65fa,38e8faa76679935c85d040ec566aab1ae794d427fcb716a8e04e1d71a86e23c0
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIMusicCallback-members.html,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIMusicCallback-members.html,resource/config/other,text-identical (encoding/EOL differs),1424,1406,,,,1341402497,628610c4972de9986a0df64ffb894f46e221dbabeb09dbfc91fd031dcab63dda,d3ad11a12413d5063a40ce01c5f8cb54211904465b235ff966f7fbd9b441b014
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIMusicCallback.gif,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIMusicCallback.gif,resource/config/other,byte-identical,645,645,,,,1341402497,70644b7d837b451f55a1b41953a70f9d662e64297b39172b61224fa233c5cec2,70644b7d837b451f55a1b41953a70f9d662e64297b39172b61224fa233c5cec2
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIMusicCallback.html,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIMusicCallback.html,resource/config/other,text-identical (encoding/EOL differs),3164,3098,,,,1341402497,e9bdbfba5a8496b3c66cf43f18d850901dcf1ad19fedd3fc3ce3d1fc72da79ff,eb63717cea72fc8bcd88b1aa9add7a86b2707c05f9f353ca8e3ba4daa83b3dce
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIMusicManager-members.html,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIMusicManager-members.html,resource/config/other,text-identical (encoding/EOL differs),2413,2386,,,,1341402497,1e81c23766c7532d4c5d57d6df06d39b247aa44447f897fa87ac5f4d29b18bf6,ea58fb23ab30ade51882d94c82ccbbc70220d7c322e99f807466101cd013e255
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIMusicManager.gif,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIMusicManager.gif,resource/config/other,byte-identical,640,640,,,,1341402497,479ba51c0ae7a65ac89bde937008e9655d0771c6a0a35a4ecbaf96b9f1aa267a,479ba51c0ae7a65ac89bde937008e9655d0771c6a0a35a4ecbaf96b9f1aa267a
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIMusicManager.html,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIMusicManager.html,resource/config/other,text-identical (encoding/EOL differs),13233,12880,,,,1341402497,1f0e363b72254fa6ee2eab305df0609bafc511af22f10db24b07820b905044cf,689878ec6f6c66c3997b65d737f4b5270c2e22916700646fb0ba63d4526930e2
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIPlayable-members.html,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIPlayable-members.html,resource/config/other,text-identical (encoding/EOL differs),2361,2333,,,,1341402497,dfd3016c20f4b7c49f5ee2c53e06a0486c57856d7173fb8dcf31e94e3d1a51b5,ae433dbce445bd0678d3f1a640ca2b256af58b8d77c2a4472db61de400620194
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIPlayable.gif,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIPlayable.gif,resource/config/other,byte-identical,1699,1699,,,,1341402497,6938b69aa1092f913db1faf819c351f2c8e97a41adb458227e7b844f7212d288,6938b69aa1092f913db1faf819c351f2c8e97a41adb458227e7b844f7212d288
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIPlayable.html,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIPlayable.html,resource/config/other,text-identical (encoding/EOL differs),9496,9258,,,,1341402497,1f72a27eaf6e57d86ae4282b402d9497687cb758f8db725a9a4eaa433d08d038,7139bfb23b628845565d667d7478fbc9723a29ace978eea194b0d1e61c892e3d
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classISegment-members.html,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classISegment-members.html,resource/config/other,text-identical (encoding/EOL differs),2474,2445,,,,1341402497,abb82bf26810c818fcf5a4ad8176eda0cf76c992d4f758644f313b94728b1fcc,e36cc20dbd8e6757c9e688691607485530b4428509af377d4ecc73ac049bc4c0
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classISegment.gif,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classISegment.gif,resource/config/other,byte-identical,770,770,,,,1341402497,07a87b3926113d24470c3cf1e9d74844477d03696da0c49552a4a67897d42efb,07a87b3926113d24470c3cf1e9d74844477d03696da0c49552a4a67897d42efb
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classISegment.html,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classISegment.html,resource/config/other,text-identical (encoding/EOL differs),4102,4024,,,,1341402497,df879a4466f7775fb416dfcbcfec0ea8cc07897685b6ac7827689523ef34a8df,7e66429709251de5f8bf5a719de99f55a7d1827d19b32c137792fe0c0c744df4
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classISound-members.html,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classISound-members.html,resource/config/other,text-identical (encoding/EOL differs),3704,3664,,,,1341402497,a08684f96255d49ca3513f183506ac628aa7e968e7a466c45b31d6babdcb5b78,11e20577e2d8294cfc50f0b33e0101c86242993eac7cf26fea64fe4b7c195656
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classISound.gif,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classISound.gif,resource/config/other,byte-identical,749,749,,,,1341402497,15c0118b9bd459b91da280bb1ea59ec3bc4b740623e1245ce0710050493d4c63,15c0118b9bd459b91da280bb1ea59ec3bc4b740623e1245ce0710050493d4c63
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classISound.html,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classISound.html,resource/config/other,text-identical (encoding/EOL differs),17907,17394,,,,1341402497,ff30a27a659067523083caf768ffb41034cfb660541012e866fb5842295028a0,ef90d19abcda00241febc384a7b28612ed0043930ec25984bcb1ab071db150ba
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classISound3D-members.html,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classISound3D-members.html,resource/config/other,text-identical (encoding/EOL differs),6343,6284,,,,1341402498,8609c526c8e647708e8364a5c9cded58f66eedce9b74c0989ff6b90342ed9d08,70fb2efafdd427fbb15f5c9a600b2fba52f8faf7f8af6e69fc0a9b27553043cd
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classISound3D.gif,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classISound3D.gif,resource/config/other,byte-identical,768,768,,,,1341402498,c896558025d655a7b5f6e4b89679694e7033cbb5d06380994e63f0fef683109d,c896558025d655a7b5f6e4b89679694e7033cbb5d06380994e63f0fef683109d
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classISound3D.html,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classISound3D.html,resource/config/other,text-identical (encoding/EOL differs),45876,44507,,,,1341402498,8bfec08df8d84b50bf90507684814c156a8242fbdc81031998341c6cdf09f386,91189d78143ca0fdf267ed9874ec8512eb4466bcd5843d2bed81eb84b668b87e
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classISoundManager-members.html,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classISoundManager-members.html,resource/config/other,text-identical (encoding/EOL differs),5373,5347,,,,1341402498,9f02fd66bde096779d53a94ffcb1d900f64cde036a07f0b8eba5688993f5d97a,be2a7e387186a280a41f214bf581aadf9f81f01e1ec338d2845145ca790c4950
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classISoundManager.html,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classISoundManager.html,resource/config/other,text-identical (encoding/EOL differs),19054,18627,,,,1341402498,c19995e3eb46b32b84e5b07d1a1aadc7ed07e1f453fc91b7b047d3cd6595d598,0ddb65d26305ebec6737b4c0993cd1d8f895613a9eefc677a6ef5bb3aec62277
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classISoundScape-members.html,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classISoundScape-members.html,resource/config/other,text-identical (encoding/EOL differs),2971,2939,,,,1341402498,d6bc1f3d119e89dbc0b2cab56ca90baec84b1a7d3049484e9e3956e973b0856b,960ec0874d1f2aa8b57a2b6ef26369c8cbf95947c80a78871049447c0cb46987
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classISoundScape.gif,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classISoundScape.gif,resource/config/other,byte-identical,816,816,,,,1341402498,4187ed67d9e05635ce41a0053d63cbdf3addb571ad924f8e5c9c4c6049e7d16d,4187ed67d9e05635ce41a0053d63cbdf3addb571ad924f8e5c9c4c6049e7d16d
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classISoundScape.html,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classISoundScape.html,resource/config/other,text-identical (encoding/EOL differs),7811,7612,,,,1341402498,f96fb2b4e9c28202372c20d2567794a4064432c6f63324ecf1610e129872268b,b382978707da1b9816e65840ef29a894f60ad97f85cb27cc416017a737548fad
audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIZoomFX-members.html,audio_sdk/doc/GAP Audio System/Doc/HTML - English/classIZoomFX-members.html,resource/config/other,text-identical (encoding/EOL differs),1902,1880,,,,1341402498,ddafddb1831f5cc407ef8c41b5d4c839ef98d3b1016099c785a5740be45baa10,9c0fe28b6706943779829c9e165232274c69d0ca8b01c9aeefa14557d0ccc7a2
